,post,class
14586,the era when people went to concerts and never dreamed of being bombed or mowed down .,not_hate
10569,i agree with your first sentence.but not the second . you aren't racist ! you want fair ! justice should be blind to race !,not_hate
15301,meaning ... they cast white actors in non-white roles .,not_hate
10692,lewis the racist,not_hate
2401,koran licking retards !,explicit_hate
5112,imagine nato member with russian hardware,not_hate
20250,"take her money, fine her, and deport her dependents too.",implicit_hate
2133,attempts to assassinate modi are likely to occur again . determined efforts continue to incite islamic radicals to . .,not_hate
13054,... for some in the alt-right not openly calling for jewish genocide means he's a traitor .,not_hate
1281,cville and the state of virginia are run by shitlibs and cucks as we know  all this wil,explicit_hate
11179," rt rafael  "" ted "" "" cruz would make a good president of israel or canada ... """,not_hate
15538,time to stand up ! we r taking this country back ! #truth #maga #trump #pence law & order supporter,implicit_hate
2647,they don't figure too much . population density has the biggest impact . in queens  blacks outearn whites but have a much higher crime rate .,not_hate
3740,you state all you see is black on black crime in your world & u see not hear nor read of white on white crimes in alabama ?,not_hate
18727,i have nothing for or against the label . i just want my ( and other ) people to survive  be treated fairl,not_hate
2955,... i am a white american and i just hate racial profiling . i embrace all ppl  religion and creed . we are all made from god !,not_hate
3628,what about the terrorism white people have caused like the .,not_hate
18215,the fire fighters told me they are on our side . #antifa is mitch landries baby and he needs to own it .,not_hate
18857,obama and modi talk trade  climate and islamic state at the white house :,not_hate
2566,sorry obama  harvard study says poor muslims are less likely to be terrorists ! !,not_hate
9685,i say you are wrong . white people are thugs and will rob and atta,explicit_hate
9373," whites defending themselves against #antiwhite attackers is  "" racist "" "" ! anti-racist is a code word for #antiwhite . """,implicit_hate
15402,rogue outsider for sure #cruz2016,not_hate
17439,white supremacy is global where could one go ?,not_hate
15212,i'm pretty sure that race doesn't come into this . white people have set each oth,not_hate
19751,in an effort to cement her racial equality bona fides she brought home the wrong token black guy.,implicit_hate
6822,cia investigated whether adolf hitler lived in colombia during 1950s #swrm via,not_hate
4120,i agree  sjw deserve all the derision they get and more  also like to poke the alt right crowd,implicit_hate
11448,dysfunctional  broken human beings.you rage at winners like trump less out of ideology than a seething,not_hate
11794,taking christs name in vain  biden blasts bib'l marriage bigots . what we've known ... !,not_hate
11451,elder i am considered a white hispanic . they cannot make up their freakin little minds ! ! ! they suffer from race dyslexia .,not_hate
21456,To the women marching across the US today  Have as many abortions as you’d like  Boycott sperm  Get sterilized  Boycott the patriarchy  Kill yourselves in protest,implicit_hate
6273,solidarity from this side of the atlantic.defense of american heritage is defense of european heritage in america . #theywillnotreplaceus,implicit_hate
14822," audio :  "" the march for life | jordan lorence on faith radio "" "" """,not_hate
6873,every race in history has had slavery . whites are only modern ppl called evil for ancestors doing it . white guilt is over .,not_hate
5036,hello  we congratulate and thank shri for allowing only a marginal increase in domestic gas price . now pl . freeze it,not_hate
17584," rt sez the  "" cop hater in chief "" "" the terrorist said i want to kill white people - but obama has a soros narrative to push """,implicit_hate
1951," new  "" it's ok to be white "" "" advert . """,not_hate
12017,your religion was founded by a white man,implicit_hate
8644,cucks  mormons ( glenn beck and romney )  carson dropping out  rubio tanking are why i think idaho goes for cruz,explicit_hate
103,"  "" impressions over sessions "" "" - alt lite """,not_hate
13721,utah is the most cucked state in america via #latterdaysnakes #cuckservatives #mormons #trump2016,explicit_hate
6811,but they'll still hate white people  no doubt .,not_hate
19039,white americas moral disaster : from eric garner to mike brown  a destructive view of justice #anti-white,not_hate
9671,i don't like liberals either . they practice white supremacy and oppression too,not_hate
21019,I don’t think I’m racist I love black people I think every family should have one,implicit_hate
3883,: ha : jew harvey weinstein now being accused of full-out rape  white victims continue to emerge via,explicit_hate
16850,build a wall around the morons who think trump is doing a job ... love people who can't critically think,not_hate
857,white brothers  i come at peace,not_hate
8803,importing south africa  that was clever .,not_hate
4813,: listen there are 175000 white christians in america .. our us constitut,not_hate
12686,somalians celebrate christmas in denmark : horrific racially motivated attack on white couple attack-on-white-couple via,implicit_hate
7026,israeli president criticized for allowing his son to race-mix with white girl | read more :,not_hate
13130,american hero of white,not_hate
6179,new black on white guy mob attack  could be repeat offender #usofbra,not_hate
144," rt  "" i hate you all "" "" - racist note from the black boy who raped his white teacher & slit her throat via #wr """,implicit_hate
9164,welcome back . i knew jack had got a bunch of people,not_hate
1902,"  "" : racist black anti-white shooting spree  says tchers taught him to hate whites ; via "" "" """,not_hate
4263,make that  some black folks  friend ... thanks,not_hate
17795,crime has gone down every year since 91 . ten percent of murders by blacks are vs whites . what an idiot,not_hate
6917,he's vocally anti-white  he's not white  he advocates miscegenation and he's so much as admitted to raping women,implicit_hate
21112,What did the black girl get after having an abortion? $500 from crime stoppers,implicit_hate
11378,but it looks like saving the white race won't be working out for you anyways ..,not_hate
15486,the liberal zionist crisis - - white nationalists are villains  but settlers are ' complex ',implicit_hate
2717,well the bottom line is that you are being hypocritical on this issue . musuem or park a racist is a racist right ? and look at my retweets,not_hate
19150,"today's golden state, #poverty #crime,#",implicit_hate
5923,doesn't the republican party expel and repudiate white nationalists from its ranks and withholds $ $ !,not_hate
